2111,   2111   		* 	1
2113,   2113   		* 	1
2129,   2129   		* 	1
2131,   2131   		* 	1
2137,   2137   		* 	1
2141,   2141   		* 	1
2143,   2143   		* 	1
2153,   2153   		* 	1
2161,   2161   		* 	1
2179,   2179   		* 	1
2203,   2203   		* 	1
2207,   2207   		* 	1
2213,   2213   		* 	1
2221,   2221   		* 	1
2237,   2237   		* 	1
2239,   2239   		* 	1
2243,   2243   		* 	1
2251,   2251   		* 	1
2267,   2267   		* 	1
2269,   2269   		* 	1
2273,   2273   		* 	1
2281,   2281   		* 	1
2287,   2287   		* 	1
2293,   2293   		* 	1
2297,   2297   		* 	1
2309,   2309   		* 	1
2311,   2311   		* 	1
2333,   2333   		* 	1
2339,   2339   		* 	1
2341,   2341   		* 	1
2347,   2347   		* 	1
2351,   2351   		* 	1
2357,   2357   		* 	1
2371,   2371   		* 	1
2377,   2377   		* 	1
2381,   2381   		* 	1
2383,   2383   		* 	1
2389,   2389   		* 	1
2393,   2393   		* 	1
2399,   2399   		* 	1
2411,   2411   		* 	1
2417,   2417   		* 	1
2423,   2423   		* 	1
2437,   2437   		* 	1
2441,   2441   		* 	1
2447,   2447   		* 	1
2459,   2459   		* 	1
2467,   2467   		* 	1
2473,   2473   		* 	1
2477,   2477   		* 	1
2503,   2503   		* 	1
2521,   2521   		* 	1
2531,   2531   		* 	1
2539,   2539   		* 	1
2543,   2543   		* 	1
2549,   2549   		* 	1
2551,   2551   		* 	1
2557,   2557   		* 	1
2579,   2579   		* 	1
2591,   2591   		* 	1
2593,   2593   		* 	1
2609,   2609   		* 	1
2617,   2617   		* 	1
2621,   2621   		* 	1
2633,   2633   		* 	1
2647,   2647   		* 	1
2657,   2657   		* 	1
2659,   2659   		* 	1
2663,   2663   		* 	1
2671,   2671   		* 	1
2677,   2677   		* 	1
2683,   2683   		* 	1
2687,   2687   		* 	1
2689,   2689   		* 	1
2693,   2693   		* 	1
2699,   2699   		* 	1
2707,   2707   		* 	1
2711,   2711   		* 	1
2713,   2713   		* 	1
2719,   2719   		* 	1
2729,   2729   		* 	1
2731,   2731   		* 	1
2741,   2741   		* 	1
2749,   2749   		* 	1
2753,   2753   		* 	1
2767,   2767   		* 	1
2777,   2777   		* 	1
2789,   2789   		* 	1
2791,   2791   		* 	1
2797,   2797   		* 	1
2801,   2801   		* 	1
2803,   2803   		* 	1
2819,   2819   		* 	1
2833,   2833   		* 	1
2837,   2837   		* 	1
2843,   2843   		* 	1
2851,   2851   		* 	1
2857,   2857   		* 	1
2861,   2861   		* 	1
2879,   2879   		* 	1
2887,   2887   		* 	1
2897,   2897   		* 	1
2903,   2903   		* 	1
2909,   2909   		* 	1
2917,   2917   		* 	1
2927,   2927   		* 	1
2939,   2939   		* 	1
2953,   2953   		* 	1
2957,   2957   		* 	1
2963,   2963   		* 	1
2969,   2969   		* 	1
2971,   2971   		* 	1
2999,   2999   		* 	1
3001,   3001   		* 	1
3011,   3011   		* 	1
3019,   3019   		* 	1
3023,   3023   		* 	1
3037,   3037   		* 	1
3041,   3041   		* 	1
3049,   3049   		* 	1
3061,   3061   		* 	1
3067,   3067   		* 	1
3079,   3079   		* 	1
3083,   3083   		* 	1
3089,   3089   		* 	1
3109,   3109   		* 	1
3119,   3119   		* 	1
3121,   3121   		* 	1
3137,   3137   		* 	1
3163,   3163   		* 	1
3167,   3167   		* 	1
3169,   3169   		* 	1
3181,   3181   		* 	1
3187,   3187   		* 	1
3191,   3191   		* 	1
3203,   3203   		* 	1
3209,   3209   		* 	1
3217,   3217   		* 	1
3221,   3221   		* 	1
3229,   3229   		* 	1
3251,   3251   		* 	1
3253,   3253   		* 	1
3257,   3257   		* 	1
3259,   3259   		* 	1
3271,   3271   		* 	1
3299,   3299   		* 	1
3301,   3301   		* 	1
3307,   3307   		* 	1
3313,   3313   		* 	1
3319,   3319   		* 	1
3323,   3323   		* 	1
3329,   3329   		* 	1
3331,   3331   		* 	1
3343,   3343   		* 	1
3347,   3347   		* 	1
3359,   3359   		* 	1
3361,   3361   		* 	1
3371,   3371   		* 	1
3373,   3373   		* 	1
3389,   3389   		* 	1
3391,   3391   		* 	1
3407,   3407   		* 	1
3413,   3413   		* 	1
3433,   3433   		* 	1
3449,   3449   		* 	1
3457,   3457   		* 	1
3461,   3461   		* 	1
3463,   3463   		* 	1
3467,   3467   		* 	1
3469,   3469   		* 	1
3491,   3491   		* 	1
3499,   3499   		* 	1
3511,   3511   		* 	1
3517,   3517   		* 	1
3527,   3527   		* 	1
3529,   3529   		* 	1
3533,   3533   		* 	1
3539,   3539   		* 	1
3541,   3541   		* 	1
3547,   3547   		* 	1
3557,   3557   		* 	1
3559,   3559   		* 	1
3571,   3571   		* 	1
3581,   3581   		* 	1
3583,   3583   		* 	1
3593,   3593   		* 	1
3607,   3607   		* 	1
3613,   3613   		* 	1
3617,   3617   		* 	1
3623,   3623   		* 	1
3631,   3631   		* 	1
3637,   3637   		* 	1
3643,   3643   		* 	1
3659,   3659   		* 	1
3671,   3671   		* 	1
3673,   3673   		* 	1
3677,   3677   		* 	1
3691,   3691   		* 	1
3697,   3697   		* 	1
3701,   3701   		* 	1
3709,   3709   		* 	1
3719,   3719   		* 	1
3727,   3727   		* 	1
3733,   3733   		* 	1
3739,   3739   		* 	1
3761,   3761   		* 	1
3767,   3767   		* 	1
3769,   3769   		* 	1
3779,   3779   		* 	1
3793,   3793   		* 	1
3797,   3797   		* 	1
3803,   3803   		* 	1
3821,   3821   		* 	1
3823,   3823   		* 	1
3833,   3833   		* 	1
3847,   3847   		* 	1
3851,   3851   		* 	1
3853,   3853   		* 	1
3863,   3863   		* 	1
3877,   3877   		* 	1
3881,   3881   		* 	1
3889,   3889   		* 	1
3907,   3907   		* 	1
3911,   3911   		* 	1
3917,   3917   		* 	1
3919,   3919   		* 	1
3923,   3923   		* 	1
3929,   3929   		* 	1
3931,   3931   		* 	1
3943,   3943   		* 	1
3947,   3947   		* 	1
3967,   3967   		* 	1
3989,   3989   		* 	1
4001,   4001   		* 	1
4003,   4003   		* 	1
4007,   4007   		* 	1
4013,   4013   		* 	1
4019,   4019   		* 	1
4021,   4021   		* 	1
4027,   4027   		* 	1
4049,   4049   		* 	1
4051,   4051   		* 	1
4057,   4057   		* 	1
4073,   4073   		* 	1
4079,   4079   		* 	1
4091,   4091   		* 	1
4093,   4093   		* 	1
4099,   4099   		* 	1
4111,   4111   		* 	1
4127,   4127   		* 	1
4129,   4129   		* 	1
4133,   4133   		* 	1
4139,   4139   		* 	1
4153,   4153   		* 	1
4157,   4157   		* 	1
4159,   4159   		* 	1
4177,   4177   		* 	1
4201,   4201   		* 	1
4211,   4211   		* 	1
4217,   4217   		* 	1
4219,   4219   		* 	1
4229,   4229   		* 	1
4231,   4231   		* 	1
4241,   4241   		* 	1
4243,   4243   		* 	1
4253,   4253   		* 	1
4259,   4259   		* 	1
4261,   4261   		* 	1
4271,   4271   		* 	1
4273,   4273   		* 	1
4283,   4283   		* 	1
4289,   4289   		* 	1
4297,   4297   		* 	1
4327,   4327   		* 	1
4337,   4337   		* 	1
4339,   4339   		* 	1
4349,   4349   		* 	1
4357,   4357   		* 	1
4363,   4363   		* 	1
4373,   4373   		* 	1
4391,   4391   		* 	1
4397,   4397   		* 	1
4409,   4409   		* 	1
4421,   4421   		* 	1
4423,   4423   		* 	1
4441,   4441   		* 	1
4447,   4447   		* 	1
4451,   4451   		* 	1
4457,   4457   		* 	1
4463,   4463   		* 	1
4481,   4481   		* 	1
4483,   4483   		* 	1
4493,   4493   		* 	1
4507,   4507   		* 	1
4513,   4513   		* 	1
4517,   4517   		* 	1
4519,   4519   		* 	1
4523,   4523   		* 	1
4547,   4547   		* 	1
4549,   4549   		* 	1
4561,   4561   		* 	1
4567,   4567   		* 	1
4583,   4583   		* 	1
4591,   4591   		* 	1
4597,   4597   		* 	1
4603,   4603   		* 	1
4621,   4621   		* 	1
4637,   4637   		* 	1
4639,   4639   		* 	1
4643,   4643   		* 	1
4649,   4649   		* 	1
4651,   4651   		* 	1
4657,   4657   		* 	1
4663,   4663   		* 	1
4673,   4673   		* 	1
4679,   4679   		* 	1
4691,   4691   		* 	1
4703,   4703   		* 	1
4721,   4721   		* 	1
4723,   4723   		* 	1
4729,   4729   		* 	1
4733,   4733   		* 	1
4751,   4751   		* 	1
4759,   4759   		* 	1
4783,   4783   		* 	1
4787,   4787   		* 	1
4789,   4789   		* 	1
4793,   4793   		* 	1
4799,   4799   		* 	1
4801,   4801   		* 	1
4813,   4813   		* 	1
4817,   4817   		* 	1
4831,   4831   		* 	1
4861,   4861   		* 	1
4871,   4871   		* 	1
4877,   4877   		* 	1
4889,   4889   		* 	1
4903,   4903   		* 	1
4909,   4909   		* 	1
4919,   4919   		* 	1
4931,   4931   		* 	1
4933,   4933   		* 	1
4937,   4937   		* 	1
4943,   4943   		* 	1
4951,   4951   		* 	1
4957,   4957   		* 	1
4967,   4967   		* 	1
4969,   4969   		* 	1
4973,   4973   		* 	1
4987,   4987   		* 	1
4993,   4993   		* 	1
4999,   4999   		* 	1
5003,   5003   		* 	1
5009,   5009   		* 	1
5011,   5011   		* 	1
5021,   5021   		* 	1
5023,   5023   		* 	1
5039,   5039   		* 	1
5051,   5051   		* 	1
5059,   5059   		* 	1
5077,   5077   		* 	1
5081,   5081   		* 	1
5087,   5087   		* 	1
5099,   5099   		* 	1
5101,   5101   		* 	1
5107,   5107   		* 	1
5113,   5113   		* 	1
5119,   5119   		* 	1
5147,   5147   		* 	1
5153,   5153   		* 	1
5167,   5167   		* 	1
5171,   5171   		* 	1
5179,   5179   		* 	1
5189,   5189   		* 	1
5197,   5197   		* 	1
5209,   5209   		* 	1
5227,   5227   		* 	1
5231,   5231   		* 	1
5233,   5233   		* 	1
5237,   5237   		* 	1
5261,   5261   		* 	1
5273,   5273   		* 	1
5279,   5279   		* 	1
5281,   5281   		* 	1
5297,   5297   		* 	1
5303,   5303   		* 	1
5309,   5309   		* 	1
5323,   5323   		* 	1
5333,   5333   		* 	1
5347,   5347   		* 	1
5351,   5351   		* 	1
5381,   5381   		* 	1
5387,   5387   		* 	1
5393,   5393   		* 	1
5399,   5399   		* 	1
5407,   5407   		* 	1
5413,   5413   		* 	1
5417,   5417   		* 	1
5419,   5419   		* 	1
5431,   5431   		* 	1
5437,   5437   		* 	1
5441,   5441   		* 	1
5443,   5443   		* 	1
5449,   5449   		* 	1
5471,   5471   		* 	1
5477,   5477   		* 	1
5479,   5479   		* 	1
5483,   5483   		* 	1
5501,   5501   		* 	1
5503,   5503   		* 	1
5507,   5507   		* 	1
5519,   5519   		* 	1
5521,   5521   		* 	1
5527,   5527   		* 	1
5531,   5531   		* 	1
5557,   5557   		* 	1
5563,   5563   		* 	1
5569,   5569   		* 	1
5573,   5573   		* 	1
5581,   5581   		* 	1
5591,   5591   		* 	1
5623,   5623   		* 	1
5639,   5639   		* 	1
5641,   5641   		* 	1
5647,   5647   		* 	1
5651,   5651   		* 	1
5653,   5653   		* 	1
5657,   5657   		* 	1
5659,   5659   		* 	1
5669,   5669   		* 	1
5683,   5683   		* 	1
5689,   5689   		* 	1
5693,   5693   		* 	1
5701,   5701   		* 	1
5711,   5711   		* 	1
5717,   5717   		* 	1
5737,   5737   		* 	1
5741,   5741   		* 	1
5743,   5743   		* 	1
5749,   5749   		* 	1
5779,   5779   		* 	1
5783,   5783   		* 	1
5791,   5791   		* 	1
5801,   5801   		* 	1
5807,   5807   		* 	1
5813,   5813   		* 	1
5821,   5821   		* 	1
5827,   5827   		* 	1
5839,   5839   		* 	1
5843,   5843   		* 	1
5849,   5849   		* 	1
5851,   5851   		* 	1
5857,   5857   		* 	1
5861,   5861   		* 	1
5867,   5867   		* 	1
5869,   5869   		* 	1
5879,   5879   		* 	1
5881,   5881   		* 	1
5897,   5897   		* 	1
5903,   5903   		* 	1
5923,   5923   		* 	1
5927,   5927   		* 	1
5939,   5939   		* 	1
5953,   5953   		* 	1
5981,   5981   		* 	1
5987,   5987   		* 	1
6007,   6007   		* 	1
6011,   6011   		* 	1
6029,   6029   		* 	1
6037,   6037   		* 	1
6043,   6043   		* 	1
6047,   6047   		* 	1
6053,   6053   		* 	1
6067,   6067   		* 	1
6073,   6073   		* 	1
6079,   6079   		* 	1
6089,   6089   		* 	1
6091,   6091   		* 	1
6101,   6101   		* 	1
6113,   6113   		* 	1
6121,   6121   		* 	1
6131,   6131   		* 	1
6133,   6133   		* 	1
6143,   6143   		* 	1
6151,   6151   		* 	1
6163,   6163   		* 	1
6173,   6173   		* 	1
6197,   6197   		* 	1
6199,   6199   		* 	1
6203,   6203   		* 	1
6211,   6211   		* 	1
6217,   6217   		* 	1
6221,   6221   		* 	1
6229,   6229   		* 	1
6247,   6247   		* 	1
6257,   6257   		* 	1
6263,   6263   		* 	1
6269,   6269   		* 	1
6271,   6271   		* 	1
6277,   6277   		* 	1
6287,   6287   		* 	1
6299,   6299   		* 	1
6301,   6301   		* 	1
6311,   6311   		* 	1
6317,   6317   		* 	1
6323,   6323   		* 	1
6329,   6329   		* 	1
6337,   6337   		* 	1
6343,   6343   		* 	1
6353,   6353   		* 	1
6359,   6359   		* 	1
6361,   6361   		* 	1
6367,   6367   		* 	1
6373,   6373   		* 	1
6379,   6379   		* 	1
6389,   6389   		* 	1
6397,   6397   		* 	1
6421,   6421   		* 	1
6427,   6427   		* 	1
6449,   6449   		* 	1
6451,   6451   		* 	1
6469,   6469   		* 	1
6473,   6473   		* 	1
6481,   6481   		* 	1
6491,   6491   		* 	1
6521,   6521   		* 	1
6529,   6529   		* 	1
6547,   6547   		* 	1
6551,   6551   		* 	1
6553,   6553   		* 	1
6563,   6563   		* 	1
6569,   6569   		* 	1
6571,   6571   		* 	1
6577,   6577   		* 	1
6581,   6581   		* 	1
6599,   6599   		* 	1
6607,   6607   		* 	1
6619,   6619   		* 	1
6637,   6637   		* 	1
6653,   6653   		* 	1
6659,   6659   		* 	1
6661,   6661   		* 	1
6673,   6673   		* 	1
6679,   6679   		* 	1
6689,   6689   		* 	1
6691,   6691   		* 	1
6701,   6701   		* 	1
6703,   6703   		* 	1
6709,   6709   		* 	1
6719,   6719   		* 	1
6733,   6733   		* 	1
6737,   6737   		* 	1
6761,   6761   		* 	1
6763,   6763   		* 	1
6779,   6779   		* 	1
6781,   6781   		* 	1
6791,   6791   		* 	1
6793,   6793   		* 	1
6803,   6803   		* 	1
6823,   6823   		* 	1
6827,   6827   		* 	1
6829,   6829   		* 	1
6833,   6833   		* 	1
6841,   6841   		* 	1
6857,   6857   		* 	1
6863,   6863   		* 	1
6869,   6869   		* 	1
6871,   6871   		* 	1
6883,   6883   		* 	1
6899,   6899   		* 	1
6907,   6907   		* 	1
6911,   6911   		* 	1
6917,   6917   		* 	1
6947,   6947   		* 	1
6949,   6949   		* 	1
6959,   6959   		* 	1
6961,   6961   		* 	1
6967,   6967   		* 	1
6971,   6971   		* 	1
6977,   6977   		* 	1
6983,   6983   		* 	1
6991,   6991   		* 	1
6997,   6997   		* 	1
7001,   7001   		* 	1
7013,   7013   		* 	1
7019,   7019   		* 	1
7027,   7027   		* 	1
7039,   7039   		* 	1
7043,   7043   		* 	1
7057,   7057   		* 	1
7069,   7069   		* 	1
7079,   7079   		* 	1
7103,   7103   		* 	1
7109,   7109   		* 	1
7121,   7121   		* 	1
7127,   7127   		* 	1
7129,   7129   		* 	1
7151,   7151   		* 	1
7159,   7159   		* 	1
7177,   7177   		* 	1
7187,   7187   		* 	1
7193,   7193   		* 	1
7207,   7207   		* 	1
7211,   7211   		* 	1
7213,   7213   		* 	1
7219,   7219   		* 	1
7229,   7229   		* 	1
7237,   7237   		* 	1
7243,   7243   		* 	1
7247,   7247   		* 	1
7253,   7253   		* 	1
7283,   7283   		* 	1
7297,   7297   		* 	1
7307,   7307   		* 	1
7309,   7309   		* 	1
7321,   7321   		* 	1
7331,   7331   		* 	1
7333,   7333   		* 	1
7349,   7349   		* 	1
7351,   7351   		* 	1
7369,   7369   		* 	1
7393,   7393   		* 	1
7411,   7411   		* 	1
7417,   7417   		* 	1
7433,   7433   		* 	1
7451,   7451   		* 	1
7457,   7457   		* 	1
7459,   7459   		* 	1
7477,   7477   		* 	1
7481,   7481   		* 	1
7487,   7487   		* 	1
7489,   7489   		* 	1
7499,   7499   		* 	1
7507,   7507   		* 	1
7517,   7517   		* 	1
7523,   7523   		* 	1
7529,   7529   		* 	1
7537,   7537   		* 	1
7541,   7541   		* 	1
7547,   7547   		* 	1
7549,   7549   		* 	1
7559,   7559   		* 	1
7561,   7561   		* 	1
7573,   7573   		* 	1
7577,   7577   		* 	1
7583,   7583   		* 	1
7589,   7589   		* 	1
7591,   7591   		* 	1
7603,   7603   		* 	1
7607,   7607   		* 	1
7621,   7621   		* 	1
7639,   7639   		* 	1
7643,   7643   		* 	1
7649,   7649   		* 	1
7669,   7669   		* 	1
7673,   7673   		* 	1
7681,   7681   		* 	1
7687,   7687   		* 	1
7691,   7691   		* 	1
7699,   7699   		* 	1
7703,   7703   		* 	1
7717,   7717   		* 	1
7723,   7723   		* 	1
7727,   7727   		* 	1
7741,   7741   		* 	1
7753,   7753   		* 	1
7757,   7757   		* 	1
7759,   7759   		* 	1
7789,   7789   		* 	1
7793,   7793   		* 	1
7817,   7817   		* 	1
7823,   7823   		* 	1
7829,   7829   		* 	1
7841,   7841   		* 	1
7853,   7853   		* 	1
7867,   7867   		* 	1
7873,   7873   		* 	1
7877,   7877   		* 	1
7879,   7879   		* 	1
7883,   7883   		* 	1
7901,   7901   		* 	1
7907,   7907   		* 	1
7919,   7919   		* 	1
7927,   7927   		* 	1
7933,   7933   		* 	1
7937,   7937   		* 	1
7949,   7949   		* 	1
7951,   7951   		* 	1
7963,   7963   		* 	1
7993,   7993   		* 	1
8009,   8009   		* 	1
8011,   8011   		* 	1
8017,   8017   		* 	1
8039,   8039   		* 	1
8053,   8053   		* 	1
8059,   8059   		* 	1
8069,   8069   		* 	1
8081,   8081   		* 	1
8087,   8087   		* 	1
8089,   8089   		* 	1
8093,   8093   		* 	1
8101,   8101   		* 	1
8111,   8111   		* 	1
8117,   8117   		* 	1
8123,   8123   		* 	1
8147,   8147   		* 	1
8161,   8161   		* 	1
8167,   8167   		* 	1
8171,   8171   		* 	1
8179,   8179   		* 	1
8191,   8191   		* 	1
8209,   8209   		* 	1
8219,   8219   		* 	1
8221,   8221   		* 	1
8231,   8231   		* 	1
8233,   8233   		* 	1
8237,   8237   		* 	1
8243,   8243   		* 	1
8263,   8263   		* 	1
8269,   8269   		* 	1
8273,   8273   		* 	1
8287,   8287   		* 	1
8291,   8291   		* 	1
8293,   8293   		* 	1
8297,   8297   		* 	1
8311,   8311   		* 	1
8317,   8317   		* 	1
8329,   8329   		* 	1
8353,   8353   		* 	1
8363,   8363   		* 	1
8369,   8369   		* 	1
8377,   8377   		* 	1
8387,   8387   		* 	1
8389,   8389   		* 	1
8419,   8419   		* 	1
8423,   8423   		* 	1
8429,   8429   		* 	1
8431,   8431   		* 	1
8443,   8443   		* 	1
8447,   8447   		* 	1
8461,   8461   		* 	1
8467,   8467   		* 	1
8501,   8501   		* 	1
8513,   8513   		* 	1
8521,   8521   		* 	1
8527,   8527   		* 	1
8537,   8537   		* 	1
8539,   8539   		* 	1
8543,   8543   		* 	1
8563,   8563   		* 	1
8573,   8573   		* 	1
8581,   8581   		* 	1
8597,   8597   		* 	1
8599,   8599   		* 	1
8609,   8609   		* 	1
8623,   8623   		* 	1
8627,   8627   		* 	1
8629,   8629   		* 	1
8641,   8641   		* 	1
8647,   8647   		* 	1
8663,   8663   		* 	1
8669,   8669   		* 	1
8677,   8677   		* 	1
8681,   8681   		* 	1
8689,   8689   		* 	1
8693,   8693   		* 	1
8699,   8699   		* 	1
8707,   8707   		* 	1
8713,   8713   		* 	1
8719,   8719   		* 	1
8731,   8731   		* 	1
8737,   8737   		* 	1
8741,   8741   		* 	1
8747,   8747   		* 	1
8753,   8753   		* 	1
8761,   8761   		* 	1
8779,   8779   		* 	1
8783,   8783   		* 	1
8803,   8803   		* 	1
8807,   8807   		* 	1
8819,   8819   		* 	1
8821,   8821   		* 	1
8831,   8831   		* 	1
8837,   8837   		* 	1
